sudo: a password is required
Currently logged in as: t4r3k (t4r3k-carleton-university). Use `wandb login --relogin` to force relogin
wandb: Tracking run with wandb version 0.17.5
wandb: Run data is saved locally in /home/library/workspace/mlos/gym/0_mdpax/wandb/run-20240729_034631-wioe5rny
wandb: Run `wandb offline` to turn off syncing.
wandb: Syncing run prime-snowflake-15
wandb: ⭐️ View project at https://wandb.ai/t4r3k-carleton-university/moon
wandb: 🚀 View run at https://wandb.ai/t4r3k-carleton-university/moon/runs/wioe5rny
No saved agents found.
Time: 00h 00m 03s, Episode: 0, Steps: 10, epr: -18.0, Loss: 0.0 Score: -18.0, Done: False
Time: 03h 40m 20s, Episode: 7422, Steps: 19248, epr: 12.7, Loss: 3.5 Score: 15.0, Done: True
Time: 03h 40m 23s, Episode: 7423, Steps: 19250, epr: 12.7, Loss: 3.29 Score: 14.0, Done: True
Time: 03h 40m 25s, Episode: 7424, Steps: 19251, epr: 12.7, Loss: 3.24 Score: 15.0, Done: True
Time: 03h 40m 28s, Episode: 7425, Steps: 19252, epr: 12.7, Loss: 4.03 Score: 15.0, Done: True
Time: 03h 40m 31s, Episode: 7426, Steps: 19254, epr: 12.7, Loss: 3.86 Score: 14.0, Done: True
Time: 03h 40m 34s, Episode: 7427, Steps: 19255, epr: 12.7, Loss: 3.41 Score: 15.0, Done: True
Time: 03h 40m 36s, Episode: 7428, Steps: 19257, epr: 12.7, Loss: 3.79 Score: 14.0, Done: True
Time: 03h 40m 39s, Episode: 7429, Steps: 19260, epr: 12.7, Loss: 3.92 Score: 11.0, Done: True
Time: 03h 40m 42s, Episode: 7430, Steps: 19261, epr: 12.7, Loss: 3.62 Score: 15.0, Done: True
Time: 03h 40m 45s, Episode: 7431, Steps: 19262, epr: 12.7, Loss: 3.18 Score: 15.0, Done: True
Time: 03h 40m 48s, Episode: 7432, Steps: 19266, epr: 12.7, Loss: 3.85 Score: 10.0, Done: True
Time: 03h 40m 50s, Episode: 7433, Steps: 19268, epr: 12.7, Loss: 3.94 Score: 14.0, Done: True
Time: 03h 40m 53s, Episode: 7434, Steps: 19269, epr: 12.7, Loss: 3.3 Score: 15.0, Done: True
Time: 03h 40m 56s, Episode: 7435, Steps: 19272, epr: 12.7, Loss: 3.7 Score: 11.0, Done: True
Time: 03h 41m 00s, Episode: 7436, Steps: 19275, epr: 12.7, Loss: 3.56 Score: 13.0, Done: True
Time: 03h 41m 02s, Episode: 7437, Steps: 19278, epr: 12.7, Loss: 3.59 Score: 13.0, Done: True
Time: 03h 41m 05s, Episode: 7438, Steps: 19281, epr: 12.7, Loss: 3.94 Score: 13.0, Done: True
Time: 03h 41m 08s, Episode: 7439, Steps: 19283, epr: 12.7, Loss: 3.25 Score: 14.0, Done: True
Time: 03h 41m 11s, Episode: 7440, Steps: 19284, epr: 12.7, Loss: 3.71 Score: 15.0, Done: True
Time: 03h 41m 13s, Episode: 7441, Steps: 19287, epr: 12.7, Loss: 3.4 Score: 13.0, Done: True
Time: 03h 41m 16s, Episode: 7442, Steps: 19290, epr: 12.7, Loss: 3.55 Score: 13.0, Done: True
Time: 03h 41m 19s, Episode: 7443, Steps: 19295, epr: 12.7, Loss: 3.28 Score: 11.0, Done: True
Time: 03h 41m 22s, Episode: 7444, Steps: 19297, epr: 12.7, Loss: 3.69 Score: 12.0, Done: True
Time: 03h 41m 24s, Episode: 7445, Steps: 19298, epr: 12.7, Loss: 3.45 Score: 15.0, Done: True
Time: 03h 41m 27s, Episode: 7446, Steps: 19300, epr: 12.7, Loss: 3.23 Score: 12.0, Done: True
Time: 03h 41m 30s, Episode: 7447, Steps: 19302, epr: 12.7, Loss: 3.4 Score: 14.0, Done: True
Time: 03h 41m 33s, Episode: 7448, Steps: 19308, epr: 12.7, Loss: 3.9 Score: 10.0, Done: True
Time: 03h 41m 35s, Episode: 7449, Steps: 19310, epr: 12.7, Loss: 3.78 Score: 12.0, Done: True
Time: 03h 41m 38s, Episode: 7450, Steps: 19311, epr: 12.7, Loss: 3.34 Score: 15.0, Done: True
Time: 03h 41m 41s, Episode: 7451, Steps: 19314, epr: 12.7, Loss: 3.62 Score: 12.0, Done: True
Time: 03h 41m 44s, Episode: 7452, Steps: 19317, epr: 12.7, Loss: 4.14 Score: 13.0, Done: True
Time: 03h 41m 46s, Episode: 7453, Steps: 19318, epr: 12.7, Loss: 4.17 Score: 15.0, Done: True
Time: 03h 41m 49s, Episode: 7454, Steps: 19321, epr: 12.7, Loss: 3.81 Score: 13.0, Done: True
Time: 03h 41m 52s, Episode: 7455, Steps: 19324, epr: 12.7, Loss: 3.82 Score: 11.0, Done: True
Time: 03h 41m 55s, Episode: 7456, Steps: 19328, epr: 12.7, Loss: 3.67 Score: 12.0, Done: True
Time: 03h 41m 57s, Episode: 7457, Steps: 19330, epr: 12.7, Loss: 3.76 Score: 14.0, Done: True
Time: 03h 42m 00s, Episode: 7458, Steps: 19331, epr: 12.7, Loss: 3.8 Score: 15.0, Done: True
Time: 03h 42m 03s, Episode: 7459, Steps: 19335, epr: 12.7, Loss: 3.76 Score: 11.0, Done: True
Time: 03h 42m 06s, Episode: 7460, Steps: 19336, epr: 12.7, Loss: 3.82 Score: 15.0, Done: True
Time: 03h 42m 08s, Episode: 7461, Steps: 19338, epr: 12.7, Loss: 4.56 Score: 14.0, Done: True
Time: 03h 42m 11s, Episode: 7462, Steps: 19340, epr: 12.7, Loss: 3.84 Score: 13.0, Done: True
Time: 03h 42m 14s, Episode: 7463, Steps: 19344, epr: 12.7, Loss: 3.09 Score: 10.0, Done: True
Time: 03h 42m 18s, Episode: 7464, Steps: 19346, epr: 12.7, Loss: 3.75 Score: 14.0, Done: True
Time: 03h 42m 21s, Episode: 7465, Steps: 19348, epr: 12.7, Loss: 3.55 Score: 14.0, Done: True
Time: 03h 42m 23s, Episode: 7466, Steps: 19349, epr: 12.7, Loss: 3.69 Score: 15.0, Done: True
Time: 03h 42m 26s, Episode: 7467, Steps: 19350, epr: 12.7, Loss: 3.48 Score: 15.0, Done: True
Time: 03h 42m 29s, Episode: 7468, Steps: 19353, epr: 12.7, Loss: 3.15 Score: 11.0, Done: True
Time: 03h 42m 32s, Episode: 7469, Steps: 19354, epr: 12.7, Loss: 3.42 Score: 15.0, Done: True
Time: 03h 42m 34s, Episode: 7470, Steps: 19355, epr: 12.7, Loss: 3.54 Score: 15.0, Done: True
Time: 03h 42m 37s, Episode: 7471, Steps: 19356, epr: 12.7, Loss: 3.2 Score: 15.0, Done: True
Time: 03h 42m 40s, Episode: 7472, Steps: 19358, epr: 12.7, Loss: 3.28 Score: 14.0, Done: True
Time: 03h 42m 43s, Episode: 7473, Steps: 19360, epr: 12.7, Loss: 3.35 Score: 14.0, Done: True
Time: 03h 42m 46s, Episode: 7474, Steps: 19362, epr: 12.7, Loss: 3.48 Score: 14.0, Done: True
Time: 03h 42m 48s, Episode: 7475, Steps: 19367, epr: 12.7, Loss: 3.22 Score: 8.0, Done: True
Time: 03h 42m 51s, Episode: 7476, Steps: 19368, epr: 12.7, Loss: 3.41 Score: 15.0, Done: True
Time: 03h 42m 54s, Episode: 7477, Steps: 19369, epr: 12.7, Loss: 3.55 Score: 15.0, Done: True
Time: 03h 42m 57s, Episode: 7478, Steps: 19370, epr: 12.7, Loss: 3.56 Score: 15.0, Done: True
Time: 03h 42m 59s, Episode: 7479, Steps: 19375, epr: 12.7, Loss: 3.57 Score: 10.0, Done: True
Time: 03h 43m 02s, Episode: 7480, Steps: 19377, epr: 12.7, Loss: 3.15 Score: 14.0, Done: True
Time: 03h 43m 05s, Episode: 7481, Steps: 19382, epr: 12.7, Loss: 3.99 Score: 11.0, Done: True
Time: 03h 43m 08s, Episode: 7482, Steps: 19383, epr: 12.7, Loss: 3.56 Score: 15.0, Done: True
Time: 03h 43m 10s, Episode: 7483, Steps: 19385, epr: 12.7, Loss: 3.61 Score: 14.0, Done: True
Time: 03h 43m 13s, Episode: 7484, Steps: 19387, epr: 12.7, Loss: 4.27 Score: 14.0, Done: True
Time: 03h 43m 16s, Episode: 7485, Steps: 19389, epr: 12.7, Loss: 4.12 Score: 14.0, Done: True
Time: 03h 43m 19s, Episode: 7486, Steps: 19392, epr: 12.7, Loss: 3.84 Score: 12.0, Done: True
Time: 03h 43m 22s, Episode: 7487, Steps: 19393, epr: 12.7, Loss: 3.77 Score: 15.0, Done: True
Time: 03h 43m 24s, Episode: 7488, Steps: 19394, epr: 12.7, Loss: 3.28 Score: 15.0, Done: True
Time: 03h 43m 27s, Episode: 7489, Steps: 19396, epr: 12.7, Loss: 3.91 Score: 14.0, Done: True
Time: 03h 43m 30s, Episode: 7490, Steps: 19400, epr: 12.7, Loss: 3.86 Score: 9.0, Done: True
Time: 03h 43m 33s, Episode: 7491, Steps: 19403, epr: 12.7, Loss: 3.66 Score: 13.0, Done: True
Time: 03h 43m 36s, Episode: 7492, Steps: 19407, epr: 12.7, Loss: 4.01 Score: 12.0, Done: True
Time: 03h 43m 39s, Episode: 7493, Steps: 19408, epr: 12.7, Loss: 3.32 Score: 15.0, Done: True
Time: 03h 43m 42s, Episode: 7494, Steps: 19409, epr: 12.7, Loss: 3.67 Score: 15.0, Done: True
Time: 03h 43m 45s, Episode: 7495, Steps: 19411, epr: 12.7, Loss: 3.57 Score: 14.0, Done: True
Time: 03h 43m 48s, Episode: 7496, Steps: 19412, epr: 12.7, Loss: 3.6 Score: 15.0, Done: True
Time: 03h 43m 51s, Episode: 7497, Steps: 19413, epr: 12.7, Loss: 3.41 Score: 15.0, Done: True
Time: 03h 43m 53s, Episode: 7498, Steps: 19415, epr: 12.7, Loss: 3.31 Score: 14.0, Done: True
Time: 03h 43m 56s, Episode: 7499, Steps: 19418, epr: 12.7, Loss: 3.32 Score: 12.0, Done: True
Time: 03h 43m 59s, Episode: 7500, Steps: 19419, epr: 12.7, Loss: 3.37 Score: 15.0, Done: True
Time: 03h 44m 02s, Episode: 7501, Steps: 19423, epr: 12.7, Loss: 3.15 Score: 11.0, Done: True
Time: 03h 44m 05s, Episode: 7502, Steps: 19425, epr: 12.7, Loss: 3.33 Score: 14.0, Done: True
Time: 03h 44m 07s, Episode: 7503, Steps: 19427, epr: 12.7, Loss: 3.26 Score: 14.0, Done: True
Time: 03h 44m 10s, Episode: 7504, Steps: 19429, epr: 12.7, Loss: 3.63 Score: 12.0, Done: True
Time: 03h 44m 13s, Episode: 7505, Steps: 19431, epr: 12.7, Loss: 3.69 Score: 14.0, Done: True
Time: 03h 44m 16s, Episode: 7506, Steps: 19436, epr: 12.7, Loss: 3.63 Score: 11.0, Done: True
Time: 03h 44m 19s, Episode: 7507, Steps: 19440, epr: 12.7, Loss: 3.74 Score: 12.0, Done: True
Time: 03h 44m 22s, Episode: 7508, Steps: 19443, epr: 12.7, Loss: 3.46 Score: 11.0, Done: True
Time: 03h 44m 25s, Episode: 7509, Steps: 19445, epr: 12.7, Loss: 4.16 Score: 14.0, Done: True
Time: 03h 44m 29s, Episode: 7510, Steps: 19449, epr: 12.7, Loss: 3.17 Score: 11.0, Done: True
Time: 03h 44m 32s, Episode: 7511, Steps: 19451, epr: 12.7, Loss: 3.68 Score: 13.0, Done: True
Time: 03h 44m 35s, Episode: 7512, Steps: 19452, epr: 12.7, Loss: 3.83 Score: 15.0, Done: True
Time: 03h 44m 38s, Episode: 7513, Steps: 19453, epr: 12.7, Loss: 3.16 Score: 15.0, Done: True
Time: 03h 44m 41s, Episode: 7514, Steps: 19454, epr: 12.7, Loss: 3.62 Score: 15.0, Done: True
Time: 03h 44m 45s, Episode: 7515, Steps: 19455, epr: 12.7, Loss: 3.72 Score: 15.0, Done: True
Time: 03h 44m 48s, Episode: 7516, Steps: 19456, epr: 12.7, Loss: 3.45 Score: 15.0, Done: True
Time: 03h 44m 51s, Episode: 7517, Steps: 19458, epr: 12.7, Loss: 3.7 Score: 14.0, Done: True
Time: 03h 44m 54s, Episode: 7518, Steps: 19460, epr: 12.7, Loss: 3.65 Score: 12.0, Done: True
Time: 03h 44m 57s, Episode: 7519, Steps: 19462, epr: 12.7, Loss: 4.05 Score: 14.0, Done: True
Time: 03h 45m 01s, Episode: 7520, Steps: 19465, epr: 12.7, Loss: 3.76 Score: 12.0, Done: True
Time: 03h 45m 05s, Episode: 7521, Steps: 19467, epr: 12.7, Loss: 3.7 Score: 13.0, Done: True
Time: 03h 45m 08s, Episode: 7522, Steps: 19469, epr: 12.7, Loss: 3.67 Score: 14.0, Done: True
Time: 03h 45m 10s, Episode: 7523, Steps: 19471, epr: 12.7, Loss: 3.35 Score: 13.0, Done: True
Time: 03h 45m 13s, Episode: 7524, Steps: 19473, epr: 12.7, Loss: 3.6 Score: 14.0, Done: True
Time: 03h 45m 16s, Episode: 7525, Steps: 19474, epr: 12.7, Loss: 3.52 Score: 15.0, Done: True
Time: 03h 45m 19s, Episode: 7526, Steps: 19476, epr: 12.7, Loss: 3.99 Score: 14.0, Done: True
Time: 03h 45m 22s, Episode: 7527, Steps: 19478, epr: 12.7, Loss: 3.6 Score: 14.0, Done: True
Time: 03h 45m 25s, Episode: 7528, Steps: 19480, epr: 12.7, Loss: 3.93 Score: 14.0, Done: True
Time: 03h 45m 27s, Episode: 7529, Steps: 19482, epr: 12.7, Loss: 3.74 Score: 14.0, Done: True
Time: 03h 45m 30s, Episode: 7530, Steps: 19486, epr: 12.7, Loss: 3.49 Score: 12.0, Done: True
Time: 03h 45m 33s, Episode: 7531, Steps: 19487, epr: 12.7, Loss: 3.44 Score: 15.0, Done: True
Time: 03h 45m 36s, Episode: 7532, Steps: 19489, epr: 12.7, Loss: 3.84 Score: 14.0, Done: True
Time: 03h 45m 39s, Episode: 7533, Steps: 19491, epr: 12.7, Loss: 3.75 Score: 14.0, Done: True
Time: 03h 45m 42s, Episode: 7534, Steps: 19492, epr: 12.7, Loss: 3.77 Score: 15.0, Done: True
Time: 03h 45m 45s, Episode: 7535, Steps: 19496, epr: 12.7, Loss: 3.8 Score: 12.0, Done: True
Time: 03h 45m 48s, Episode: 7536, Steps: 19500, epr: 12.7, Loss: 3.15 Score: 10.0, Done: True
Time: 03h 45m 50s, Episode: 7537, Steps: 19501, epr: 12.7, Loss: 3.36 Score: 15.0, Done: True
Time: 03h 45m 53s, Episode: 7538, Steps: 19503, epr: 12.7, Loss: 2.85 Score: 14.0, Done: True
Time: 03h 45m 56s, Episode: 7539, Steps: 19506, epr: 12.7, Loss: 3.64 Score: 13.0, Done: True
Time: 03h 45m 59s, Episode: 7540, Steps: 19508, epr: 12.7, Loss: 3.28 Score: 14.0, Done: True
Time: 03h 46m 02s, Episode: 7541, Steps: 19509, epr: 12.7, Loss: 3.37 Score: 15.0, Done: True
Time: 03h 46m 04s, Episode: 7542, Steps: 19513, epr: 12.7, Loss: 3.04 Score: 12.0, Done: True
Time: 03h 46m 07s, Episode: 7543, Steps: 19514, epr: 12.7, Loss: 2.93 Score: 15.0, Done: True
Time: 03h 46m 10s, Episode: 7544, Steps: 19516, epr: 12.7, Loss: 3.59 Score: 14.0, Done: True
Time: 03h 46m 13s, Episode: 7545, Steps: 19517, epr: 12.7, Loss: 3.53 Score: 15.0, Done: True
Time: 03h 46m 16s, Episode: 7546, Steps: 19519, epr: 12.7, Loss: 3.18 Score: 13.0, Done: True
Time: 03h 46m 18s, Episode: 7547, Steps: 19521, epr: 12.7, Loss: 4.12 Score: 14.0, Done: True
Time: 03h 46m 21s, Episode: 7548, Steps: 19522, epr: 12.7, Loss: 3.45 Score: 15.0, Done: True
Time: 03h 46m 24s, Episode: 7549, Steps: 19523, epr: 12.7, Loss: 4.12 Score: 15.0, Done: True
Time: 03h 46m 28s, Episode: 7550, Steps: 19524, epr: 12.7, Loss: 3.4 Score: 15.0, Done: True
Time: 03h 46m 31s, Episode: 7551, Steps: 19528, epr: 12.7, Loss: 3.62 Score: 12.0, Done: True
Time: 03h 46m 33s, Episode: 7552, Steps: 19534, epr: 12.7, Loss: 3.59 Score: 9.0, Done: True
Time: 03h 46m 36s, Episode: 7553, Steps: 19538, epr: 12.7, Loss: 4.05 Score: 10.0, Done: True
Time: 03h 46m 39s, Episode: 7554, Steps: 19540, epr: 12.7, Loss: 3.92 Score: 14.0, Done: True
Time: 03h 46m 42s, Episode: 7555, Steps: 19544, epr: 12.7, Loss: 3.76 Score: 11.0, Done: True
Time: 03h 46m 45s, Episode: 7556, Steps: 19545, epr: 12.7, Loss: 3.81 Score: 15.0, Done: True
Time: 03h 46m 47s, Episode: 7557, Steps: 19547, epr: 12.7, Loss: 3.44 Score: 14.0, Done: True
Time: 03h 46m 50s, Episode: 7558, Steps: 19552, epr: 12.7, Loss: 3.25 Score: 10.0, Done: True
Time: 03h 46m 53s, Episode: 7559, Steps: 19553, epr: 12.7, Loss: 3.65 Score: 15.0, Done: True
Time: 03h 46m 56s, Episode: 7560, Steps: 19555, epr: 12.7, Loss: 3.5 Score: 14.0, Done: True
Time: 03h 46m 58s, Episode: 7561, Steps: 19556, epr: 12.7, Loss: 3.53 Score: 15.0, Done: True
Time: 03h 47m 01s, Episode: 7562, Steps: 19561, epr: 12.7, Loss: 3.32 Score: 11.0, Done: True
Time: 03h 47m 04s, Episode: 7563, Steps: 19562, epr: 12.7, Loss: 3.46 Score: 15.0, Done: True
Time: 03h 47m 07s, Episode: 7564, Steps: 19565, epr: 12.7, Loss: 3.28 Score: 13.0, Done: True
Time: 03h 47m 10s, Episode: 7565, Steps: 19567, epr: 12.7, Loss: 3.13 Score: 14.0, Done: True
Time: 03h 47m 12s, Episode: 7566, Steps: 19569, epr: 12.7, Loss: 3.38 Score: 13.0, Done: True
Time: 03h 47m 15s, Episode: 7567, Steps: 19572, epr: 12.7, Loss: 3.71 Score: 13.0, Done: True
Time: 03h 47m 18s, Episode: 7568, Steps: 19573, epr: 12.7, Loss: 3.58 Score: 15.0, Done: True
Time: 03h 47m 21s, Episode: 7569, Steps: 19576, epr: 12.7, Loss: 3.54 Score: 13.0, Done: True
Time: 03h 47m 24s, Episode: 7570, Steps: 19578, epr: 12.7, Loss: 3.53 Score: 14.0, Done: True
Time: 03h 47m 26s, Episode: 7571, Steps: 19582, epr: 12.7, Loss: 3.72 Score: 12.0, Done: True
Time: 03h 47m 29s, Episode: 7572, Steps: 19584, epr: 12.7, Loss: 3.66 Score: 14.0, Done: True
Time: 03h 47m 32s, Episode: 7573, Steps: 19586, epr: 12.7, Loss: 3.65 Score: 14.0, Done: True
Time: 03h 47m 35s, Episode: 7574, Steps: 19587, epr: 12.7, Loss: 3.85 Score: 15.0, Done: True
Time: 03h 47m 38s, Episode: 7575, Steps: 19590, epr: 12.7, Loss: 4.27 Score: 13.0, Done: True
Time: 03h 47m 40s, Episode: 7576, Steps: 19595, epr: 12.7, Loss: 3.55 Score: 9.0, Done: True
Time: 03h 47m 43s, Episode: 7577, Steps: 19596, epr: 12.7, Loss: 3.69 Score: 15.0, Done: True
Time: 03h 47m 47s, Episode: 7578, Steps: 19597, epr: 12.7, Loss: 4.44 Score: 15.0, Done: True
Time: 03h 47m 50s, Episode: 7579, Steps: 19599, epr: 12.7, Loss: 3.9 Score: 14.0, Done: True
Time: 03h 47m 53s, Episode: 7580, Steps: 19601, epr: 12.7, Loss: 3.91 Score: 12.0, Done: True
Time: 03h 47m 55s, Episode: 7581, Steps: 19603, epr: 12.7, Loss: 3.74 Score: 14.0, Done: True
Time: 03h 47m 58s, Episode: 7582, Steps: 19604, epr: 12.7, Loss: 3.49 Score: 15.0, Done: True
Time: 03h 48m 01s, Episode: 7583, Steps: 19606, epr: 12.7, Loss: 3.57 Score: 14.0, Done: True
Time: 03h 48m 04s, Episode: 7584, Steps: 19608, epr: 12.7, Loss: 3.18 Score: 14.0, Done: True
Time: 03h 48m 07s, Episode: 7585, Steps: 19609, epr: 12.7, Loss: 3.81 Score: 15.0, Done: True
Time: 03h 48m 09s, Episode: 7586, Steps: 19611, epr: 12.7, Loss: 3.5 Score: 14.0, Done: True
Time: 03h 48m 12s, Episode: 7587, Steps: 19613, epr: 12.7, Loss: 3.43 Score: 14.0, Done: True
Time: 03h 48m 15s, Episode: 7588, Steps: 19614, epr: 12.7, Loss: 4.15 Score: 15.0, Done: True
Time: 03h 48m 18s, Episode: 7589, Steps: 19616, epr: 12.7, Loss: 3.77 Score: 14.0, Done: True
Time: 03h 48m 20s, Episode: 7590, Steps: 19620, epr: 12.7, Loss: 3.62 Score: 12.0, Done: True
Time: 03h 48m 23s, Episode: 7591, Steps: 19621, epr: 12.7, Loss: 3.92 Score: 15.0, Done: True
Time: 03h 48m 26s, Episode: 7592, Steps: 19622, epr: 12.7, Loss: 3.69 Score: 15.0, Done: True
Time: 03h 48m 29s, Episode: 7593, Steps: 19625, epr: 12.7, Loss: 3.93 Score: 13.0, Done: True
Time: 03h 48m 31s, Episode: 7594, Steps: 19626, epr: 12.7, Loss: 3.62 Score: 15.0, Done: True
Time: 03h 48m 34s, Episode: 7595, Steps: 19629, epr: 12.7, Loss: 3.45 Score: 13.0, Done: True
Time: 03h 48m 37s, Episode: 7596, Steps: 19632, epr: 12.7, Loss: 4.08 Score: 13.0, Done: True
Time: 03h 48m 40s, Episode: 7597, Steps: 19634, epr: 12.7, Loss: 3.65 Score: 13.0, Done: True
Time: 03h 48m 43s, Episode: 7598, Steps: 19638, epr: 12.7, Loss: 4.1 Score: 10.0, Done: True
Time: 03h 48m 45s, Episode: 7599, Steps: 19639, epr: 12.7, Loss: 3.69 Score: 15.0, Done: True
Time: 03h 48m 48s, Episode: 7600, Steps: 19641, epr: 12.7, Loss: 3.39 Score: 14.0, Done: True
Time: 03h 48m 51s, Episode: 7601, Steps: 19643, epr: 12.7, Loss: 3.24 Score: 14.0, Done: True
Time: 03h 48m 54s, Episode: 7602, Steps: 19644, epr: 12.7, Loss: 3.53 Score: 15.0, Done: True
Time: 03h 48m 57s, Episode: 7603, Steps: 19645, epr: 12.7, Loss: 3.63 Score: 15.0, Done: True
Time: 03h 48m 59s, Episode: 7604, Steps: 19651, epr: 12.7, Loss: 3.41 Score: 9.0, Done: True
Time: 03h 49m 02s, Episode: 7605, Steps: 19654, epr: 12.7, Loss: 3.41 Score: 11.0, Done: True
Time: 03h 49m 05s, Episode: 7606, Steps: 19660, epr: 12.7, Loss: 3.6 Score: 8.0, Done: True
Time: 03h 49m 09s, Episode: 7607, Steps: 19661, epr: 12.7, Loss: 3.73 Score: 15.0, Done: True
Time: 03h 49m 12s, Episode: 7608, Steps: 19662, epr: 12.7, Loss: 4.05 Score: 15.0, Done: True
Time: 03h 49m 15s, Episode: 7609, Steps: 19664, epr: 12.7, Loss: 4.05 Score: 14.0, Done: True
Time: 03h 49m 18s, Episode: 7610, Steps: 19666, epr: 12.7, Loss: 3.84 Score: 13.0, Done: True
Time: 03h 49m 21s, Episode: 7611, Steps: 19668, epr: 12.7, Loss: 4.05 Score: 13.0, Done: True
Time: 03h 49m 24s, Episode: 7612, Steps: 19672, epr: 12.7, Loss: 3.24 Score: 11.0, Done: True
Time: 03h 49m 27s, Episode: 7613, Steps: 19677, epr: 12.7, Loss: 4.49 Score: 11.0, Done: True
Time: 03h 49m 30s, Episode: 7614, Steps: 19681, epr: 12.7, Loss: 3.34 Score: 10.0, Done: True
Time: 03h 49m 34s, Episode: 7615, Steps: 19683, epr: 12.7, Loss: 4.1 Score: 14.0, Done: True
Time: 03h 49m 37s, Episode: 7616, Steps: 19687, epr: 12.7, Loss: 3.93 Score: 12.0, Done: True
Time: 03h 49m 40s, Episode: 7617, Steps: 19693, epr: 12.7, Loss: 4.05 Score: 10.0, Done: True
Time: 03h 49m 43s, Episode: 7618, Steps: 19695, epr: 12.7, Loss: 3.92 Score: 14.0, Done: True
Time: 03h 49m 46s, Episode: 7619, Steps: 19698, epr: 12.7, Loss: 3.84 Score: 11.0, Done: True
Time: 03h 49m 49s, Episode: 7620, Steps: 19699, epr: 12.7, Loss: 3.12 Score: 15.0, Done: True
Time: 03h 49m 53s, Episode: 7621, Steps: 19700, epr: 12.7, Loss: 3.99 Score: 15.0, Done: True
Time: 03h 49m 56s, Episode: 7622, Steps: 19702, epr: 12.7, Loss: 3.54 Score: 12.0, Done: True
Time: 03h 49m 59s, Episode: 7623, Steps: 19703, epr: 12.7, Loss: 3.55 Score: 15.0, Done: True
Time: 03h 50m 02s, Episode: 7624, Steps: 19705, epr: 12.7, Loss: 3.33 Score: 14.0, Done: True
Time: 03h 50m 05s, Episode: 7625, Steps: 19709, epr: 12.7, Loss: 3.56 Score: 12.0, Done: True
Time: 03h 50m 09s, Episode: 7626, Steps: 19714, epr: 12.7, Loss: 3.34 Score: 9.0, Done: True
Time: 03h 50m 12s, Episode: 7627, Steps: 19715, epr: 12.7, Loss: 3.15 Score: 15.0, Done: True
Time: 03h 50m 15s, Episode: 7628, Steps: 19718, epr: 12.7, Loss: 3.21 Score: 13.0, Done: True
Time: 03h 50m 18s, Episode: 7629, Steps: 19720, epr: 12.7, Loss: 3.15 Score: 14.0, Done: True
Time: 03h 50m 21s, Episode: 7630, Steps: 19723, epr: 12.7, Loss: 3.16 Score: 12.0, Done: True
Time: 03h 50m 25s, Episode: 7631, Steps: 19724, epr: 12.7, Loss: 3.68 Score: 15.0, Done: True
Time: 03h 50m 28s, Episode: 7632, Steps: 19726, epr: 12.7, Loss: 3.62 Score: 14.0, Done: True
Time: 03h 50m 31s, Episode: 7633, Steps: 19728, epr: 12.7, Loss: 3.56 Score: 14.0, Done: True
Time: 03h 50m 34s, Episode: 7634, Steps: 19731, epr: 12.7, Loss: 3.87 Score: 13.0, Done: True
Time: 03h 50m 38s, Episode: 7635, Steps: 19734, epr: 12.7, Loss: 3.47 Score: 10.0, Done: True
Time: 03h 50m 42s, Episode: 7636, Steps: 19739, epr: 12.7, Loss: 3.19 Score: 11.0, Done: True
Time: 03h 50m 44s, Episode: 7637, Steps: 19740, epr: 12.7, Loss: 3.61 Score: 15.0, Done: True
Time: 03h 50m 47s, Episode: 7638, Steps: 19742, epr: 12.7, Loss: 3.67 Score: 14.0, Done: True
Time: 03h 50m 50s, Episode: 7639, Steps: 19745, epr: 12.7, Loss: 3.32 Score: 13.0, Done: True
Time: 03h 50m 53s, Episode: 7640, Steps: 19748, epr: 12.7, Loss: 3.75 Score: 13.0, Done: True
Time: 03h 50m 56s, Episode: 7641, Steps: 19750, epr: 12.7, Loss: 3.65 Score: 14.0, Done: True
Time: 03h 50m 58s, Episode: 7642, Steps: 19752, epr: 12.7, Loss: 3.76 Score: 14.0, Done: True
Time: 03h 51m 01s, Episode: 7643, Steps: 19754, epr: 12.7, Loss: 3.97 Score: 14.0, Done: True
Time: 03h 51m 04s, Episode: 7644, Steps: 19755, epr: 12.7, Loss: 4.07 Score: 15.0, Done: True
Time: 03h 51m 07s, Episode: 7645, Steps: 19756, epr: 12.7, Loss: 3.62 Score: 15.0, Done: True
Time: 03h 51m 09s, Episode: 7646, Steps: 19759, epr: 12.7, Loss: 3.96 Score: 13.0, Done: True
Time: 03h 51m 12s, Episode: 7647, Steps: 19761, epr: 12.7, Loss: 3.41 Score: 14.0, Done: True
Time: 03h 51m 15s, Episode: 7648, Steps: 19762, epr: 12.7, Loss: 3.45 Score: 15.0, Done: True
Time: 03h 51m 18s, Episode: 7649, Steps: 19765, epr: 12.7, Loss: 3.53 Score: 13.0, Done: True
Time: 03h 51m 21s, Episode: 7650, Steps: 19767, epr: 12.7, Loss: 3.67 Score: 13.0, Done: True
Time: 03h 51m 24s, Episode: 7651, Steps: 19770, epr: 12.7, Loss: 3.53 Score: 10.0, Done: True
Time: 03h 51m 26s, Episode: 7652, Steps: 19771, epr: 12.7, Loss: 3.07 Score: 15.0, Done: True
